ID,Category,Subcategory,Organization Name,Phone,Email,Address,City,State,Zip,Website,Keywords,Description,Source
69d8e6b8-4683-466e-b3b5-dcd292c7adf3,Medical Services,Community Mental Health Agencies,COOK CHILDRENS HEALTH CARE SYSTEM | PSYCHIATRY CLINIC - FORT WORTH | PEDIATRIC BEHAVIORAL HEALTH SERVICES,"682-885-3917 
							Main Phone",,901 7th Ave,Fort Worth,TX,76104,http://www.cookchildrens.org/services/behavioral-health/,"Medical Services, Community Mental Health Agencies","Provides behavioral health services to address the psychological and psychiatric needs for children, adolescents, and their families. Services include: Psychiatry Psychology Partial Hospitalization Program Inpatient Psychiatry Program Clinical Therapy Program Outpatient Psychiatry and Medication Management Outpatient Therapy",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CookChildrensHealthCareSystemPsychiatryClinicFortWorthPediatricBehavioralHealthServices_1208_19_0
36fddd96-818d-4e49-a49e-49e7b19a2501,Medical Services,Community Mental Health Agencies,COOK CHILDRENS HEALTH CARE SYSTEM | PSYCHIATRY CLINIC - HURST | PEDIATRIC BEHAVIORAL HEALTH SERVICES,"682-885-3917 
							Main Phone",,750 Mid Cities Blvd,Hurst,TX,76054,http://www.cookchildrens.org/services/behavioral-health/,"Medical Services, Community Mental Health Agencies","Provides behavioral health services to address the psychological and psychiatric needs for children, adolescents, and their families. Services include: Psychiatry Psychology Partial Hospitalization Program Inpatient Psychiatry Program Clinical Therapy Program Outpatient Psychiatry and Medication Management Outpatient Therapy",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CookChildrensHealthCareSystemPsychiatryClinicHurstPediatricBehavioralHealthServices_1208_19_0
b68434a1-5d3c-493f-981f-deeff8de5278,Medical Services,Community Mental Health Agencies,COOK CHILDRENS HEALTH CARE SYSTEM | PSYCHOLOGY CLINIC - DENTON | PEDIATRIC BEHAVIORAL HEALTH SERVICES,"682-885-3917 
							Main Phone",,3304 Colorado Blvd,Denton,TX,76210,http://www.cookchildrens.org/services/behavioral-health/,"Medical Services, Community Mental Health Agencies","Provides behavioral health services to address the psychological and psychiatric needs for children, adolescents, and their families. Services include: Psychiatry Psychology Partial Hospitalization Program Inpatient Psychiatry Program Clinical Therapy Program Outpatient Psychiatry and Medication Management Outpatient Therapy",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CookChildrensHealthCareSystemPsychologyClinicDentonPediatricBehavioralHealthServices_1208_19_0
ab4e358e-2f87-4778-9679-68f4c5c94ac4,Medical Services,Community Mental Health Agencies,COOK CHILDRENS HEALTH CARE SYSTEM | PSYCHOLOGY CLINIC - PROSPER | PEDIATRIC BEHAVIORAL HEALTH SERVICES,"682-885-3917 
							Main Phone",,4200 W University Dr,Prosper,TX,75078,http://www.cookchildrens.org/services/behavioral-health/,"Medical Services, Community Mental Health Agencies","Provides behavioral health services to address the psychological and psychiatric needs for children, adolescents, and their families. Services include: Psychiatry Psychology Partial Hospitalization Program Inpatient Psychiatry Program Clinical Therapy Program Outpatient Psychiatry and Medication Management Outpatient Therapy",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CookChildrensHealthCareSystemPsychologyClinicProsperPediatricBehavioralHealthServices_1208_19_0
de94939e-641d-4eb4-934a-6b2ba8012e60,Medical Services,Community Mental Health Agencies,COOK CHILDRENS HEALTH CARE SYSTEM | PSYCHOLOGY CLINIC - SOUTHWEST | PEDIATRIC BEHAVIORAL HEALTH SERVICES,"682-885-3917 
							Main Phone",,6210 John Ryan Dr,Fort Worth,TX,76132,http://www.cookchildrens.org/services/behavioral-health/,"Medical Services, Community Mental Health Agencies","Provides behavioral health services to address the psychological and psychiatric needs for children, adolescents, and their families. Services include: Psychiatry Psychology Partial Hospitalization Program Inpatient Psychiatry Program Clinical Therapy Program Outpatient Psychiatry and Medication Management Outpatient Therapy",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CookChildrensHealthCareSystemPsychologyClinicSouthwestPediatricBehavioralHealthServices_1208_19_0
cef4e7fe-b9dd-4a05-aad0-dfd09a2e7be0,Medical Services,Community Mental Health Agencies,COOK CHILDRENS HEALTH CARE SYSTEM | URGENT CARE AND PEDIATRIC SPECIALTIES - ALLIANCE | PEDIATRIC BEHAVIORAL HEALTH SERVICES,"682-885-3917 
							Main Phone",,10601 N Riverside Dr,Keller,TX,76244,http://www.cookchildrens.org/services/behavioral-health/,"Medical Services, Community Mental Health Agencies","Provides behavioral health services to address the psychological and psychiatric needs for children, adolescents, and their families. Services include: Psychiatry Psychology Partial Hospitalization Program Inpatient Psychiatry Program Clinical Therapy Program Outpatient Psychiatry and Medication Management Outpatient Therapy",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CookChildrensHealthCareSystemUrgentCareandPediatricSpecialtiesAlliancePediatricBehavioralHealthServices_1208_19_0
f557ca4e-f099-4c5f-beb8-b73f99282066,Medical Services,Community Mental Health Agencies,COOK CHILDRENS HEALTH CARE SYSTEM | URGENT CARE AND PEDIATRIC SPECIALTIES - MANSFIELD | PEDIATRIC BEHAVIORAL HEALTH SERVICES,"682-885-3917 
							Main Phone",,801 Matlock Road,Mansfield,TX,76063,http://www.cookchildrens.org/services/behavioral-health/,"Medical Services, Community Mental Health Agencies","Provides behavioral health services to address the psychological and psychiatric needs for children, adolescents, and their families. Services include: Psychiatry Psychology Partial Hospitalization Program Inpatient Psychiatry Program Clinical Therapy Program Outpatient Psychiatry and Medication Management Outpatient Therapy",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CookChildrensHealthCareSystemUrgentCareandPediatricSpecialtiesMansfieldPediatricBehavioralHealthServices_1208_19_0
0a669619-8fa6-4eb9-bc16-d18b2fa2a14c,Medical Services,Community Mental Health Agencies,COOK CHILDRENS HEALTH CARE SYSTEM | URGENT CARE AND PEDIATRIC SPECIALTIES - SOUTHLAKE | PEDIATRIC BEHAVIORAL HEALTH SERVICES,"682-885-3917 
							Main Phone",,2727 E Southlake Blvd,Southlake,TX,76092,http://www.cookchildrens.org/services/behavioral-health/,"Medical Services, Community Mental Health Agencies","Provides behavioral health services to address the psychological and psychiatric needs for children, adolescents, and their families. Services include: Psychiatry Psychology Partial Hospitalization Program Inpatient Psychiatry Program Clinical Therapy Program Outpatient Psychiatry and Medication Management Outpatient Therapy",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CookChildrensHealthCareSystemUrgentCareandPediatricSpecialtiesSouthlakePediatricBehavioralHealthServices_1208_19_0
c93b1a41-899c-48a8-a0eb-5848ff23193d,Medical Services,Community Mental Health Agencies,PECAN VALLEY CENTERS FOR BEHAVIORAL AND DEVELOPMENTAL HEALTHCARE | CLEBURNE CLINIC - JOHNSON COUNTY | MENTAL HEALTH AND DEVELOPMENTAL DISABILITY SERVICES,"800-772-5987 
							Crisis Hotline and Intake Screening Line",,1601 North Anglin Street,Cleburne,TX,76031,https://www.pecanvalley.org/adult-mental-health-services,"Medical Services, Community Mental Health Agencies","Provides 24-hour information, intake screening, mobile response team, and a crisis line for mental health services. Also, assist with mental illness, developmental disabilities as well as alcohol and chemical dependency.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=PecanValleyCentersforBehavioralandDevelopmentalHealthCareCleburneClinicJohnsonCountyMentalHealthandDevelopmentalDisabilityServices_1208_19_0
0996534d-997a-4eba-b3fd-7925c67eb7ef,Medical Services,Community Mental Health Agencies,PECAN VALLEY CENTERS FOR BEHAVIORAL AND DEVELOPMENTAL HEALTHCARE | GRANBURY CLINIC - HOOD AND SOMERVELL COUNTY | MENTAL HEALTH AND DEVELOPMENTAL DISABILITY SERVICES,"800-772-5987 
							Crisis Hotline and Intake Screening Line",,104 Pirate Dr,Granbury,TX,76048,https://www.pecanvalley.org/adult-mental-health-services,"Medical Services, Community Mental Health Agencies","Provides 24-hour information, intake screening, mobile response team, and a crisis line for mental health services. Also, assist with mental illness, developmental disabilities as well as alcohol and chemical dependency.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=PecanValleyCentersforBehavioralandDevelopmentalHealthCareGranburyClinicHoodandSomervellCountyMentalHealthandDevelopmentalDisabilityServices_1208_19_0
