ID,Category,Subcategory,Organization Name,Phone,Email,Address,City,State,Zip,Website,Keywords,Description,Source
356ecccb-4667-4458-803f-d6fc878e5a53,Education Resources,GED/High School Equivalency Test Instruction,FORWARD TRAINING CENTER OF HOOD COUNTY | FORWARD TRAINING CENTER OF HOOD COUNTY | JOBS FOR LIFE (ADULTS),"817-573-6677 
							Main Phone",info@forwardtrainingcenter.org,600 West Pearl Street,Granbury,TX,76048,http://forwardtrainingcenter.org/,"Education Resources, GED/High School Equivalency Test Instruction","Offers job skills training and preparation for the workforce with resume writing, mock interviews, and vocational plans for careers. Also teaches financial literacy, Microsoft Office Suite products (including Excel), Quickbooks and Cisco Networking Academy. Students completing the Jobs for Life Graduate Program are eligible to participate in Computer Aid Design (CAD) training. Business Builder Worksop to assist entrepreneurs and startup business prepare business plan. Also provides English as a Second Language, and High School Equivalency (HSE), formerly known as GED classes, at no cost to the participant. College preparation available.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=ForwardTrainingCenterofHoodCountyForwardTrainingCenterofHoodCountyJobsForLifeAdults_1208_19_0
62563a85-24bd-4411-93d1-9596c3c90d96,Education Resources,GED/High School Equivalency Test Instruction,COMMUNITY ENRICHMENT CENTER (CEC) | MAIN OFFICE | ADULT EDUCATION PROGRAM,"817-281-1164 
							Main Phone",coaching@cechope.org,6250 NE Loop 820,North Richland Hills,TX,76180,https://cechope.org/high-school/,"Education Resources, GED/High School Equivalency Test Instruction",Offers High School Equivalency (GED) exam preparation.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CommunityEnrichmentCenterCECMainOfficeAdultEducationProgram_1208_19_0
e4fde6de-430d-46d7-a433-aecc74ab424c,Education Resources,GED/High School Equivalency Test Instruction,GOODWILL NORTH CENTRAL TEXAS | ARLINGTON LEADERSHIP ACADEMY - MATLOCK | E-SQUARED,"817-332-7866 
							Main Phone",e2@goodwillnct.org,600 Matlock Centre Cir,Arlington,TX,76015,http://www.goodwillnorthcentraltexas.org/services/e-squared/,"Education Resources, GED/High School Equivalency Test Instruction",Offers high school equivalency preparation courses (GED) and job training to youth and young adults. Participants may receive paid work experience.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasArlingtonLeadershipAcademyMatlockESquared_1208_19_0
7fc70474-904d-4abe-9f61-405c25a2a57c,Education Resources,GED/High School Equivalency Test Instruction,SALVATION ARMY - ARLINGTON | FAMILY LIFE CENTER | ADULT CLASSES,"817-860-4247 
							Main Phone",,712 West Abram Street,Arlington,TX,76013,http://www.salvationarmyyet.org/,"Education Resources, GED/High School Equivalency Test Instruction","Offers High School Equivalency Test Instruction, English as a Second Language, Technology: Computers, Software, Smart Phones, Apps, Uber, etc., Parenting, Life Skills, Health and Nutrition, Cooking, Interview Skills, Resume Writing, and Zumba classes.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=SalvationArmyArlingtonFamilyLifeCenterAdultClasses_1208_19_0
6be0def9-a1be-46e7-a261-5cb3a956b956,Education Resources,GED/High School Equivalency Test Instruction,ARLINGTON PUBLIC LIBRARY | GEORGE W HAWKES DOWNTOWN BRANCH | ADULT EDUCATION,"817-459-6900 
							Main Phone",LIBArlingtonReads@arlingtontx.gov,100 S Center St,Arlington,TX,76010,http://arlingtonlibrary.org/adult-education,"Education Resources, GED/High School Equivalency Test Instruction","Provides GED (General Educational Development) or the HiSET (High School Equivalency Test) classes, ESL (English as a Second Language) classes, Citizenship preparation, career training, and computer classes. Online and in-person classes are available and CDC guidelines and sanitation protocols are in place.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=ArlingtonPublicLibraryGeorgeWHawkesDowntownBranchAdultEducation_1208_19_0
db207a74-7e6f-42b5-bb9d-3c2d5f942339,Education Resources,GED/High School Equivalency Test Instruction,PARKER COUNTY CENTER OF HOPE | PARKER COUNTY CENTER OF HOPE | ADULT EDUCATION,"817-594-0266 
							Main Phone",info@centerofhopetx.com,1318 Clear Lake Road,Weatherford,TX,76086,http://centerofhopetx.com/education-and-career-development/,"Education Resources, GED/High School Equivalency Test Instruction","Provides adult education, including basic English classes and HSE (High School Equivalency) instruction.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=ParkerCountyCenterofHopeParkerCountyCenterofHopeAdultEducation_1208_19_0
645165b9-72cc-4efe-aca4-6ed2af238c04,Education Resources,GED/High School Equivalency Test Instruction,WATER FROM THE ROCK | MAIN OFFICE | JOB READINESS AND ADULT LITERACY,"817-860-9702 
							Main Phone",info@wftrarlington.org,402 N L Robinson Dr,Arlington,TX,76011,,"Education Resources, GED/High School Equivalency Test Instruction",Provides English as a second language (ESL) and high school equivalency (GED) classes.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=WaterFromtheRockMainOfficeJobReadinessandAdultLiteracy_1208_19_0
a24f9096-c406-4c26-be0f-31256219b8a4,Education Resources,GED/High School Equivalency Test Instruction,TARRANT LITERACY COALITION | MAIN OFFICE | LITERACY AND LEARNING,"817-402-7555 
							Adult Education and Literacy Call Center",info@tarrantlit.org,3954 Southwest Boulevard,Fort Worth,TX,76116,http://www.tarrantliteracycoalition.org/solutions/,"Education Resources, GED/High School Equivalency Test Instruction","Provides high school equivalency/GED class, English as a Second Language (ESL) classes, and citizenship classes. Operates the Adult Education and Literacy Call Center for adults who need help to find adult literacy services. Offers training for adult literacy teachers or tutors.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=TarrantLiteracyCoalitionMainOfficeLiteracyandLearning_1208_19_0
ab3a2788-b8af-42ff-a738-f214f0e1f6bd,Education Resources,GED/High School Equivalency Test Instruction,CITY OF BURLESON | PUBLIC LIBRARY | LIBRARIES,"817-426-9210 
							Main Phone",info@burlesonlibrary.com,248 SW Johnson Ave,Burleson,TX,76028,http://www.burlesonlibrary.com/,"Education Resources, GED/High School Equivalency Test Instruction","Provides general library services and materials including books, music, movies, audiobooks, magazines, computer access and free WiFi. Offers small business support programs, GED classes, ESL classes, and other special classes throughout the year.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CityofBurlesonPublicLibraryLibraries_1208_19_0
cfd34b59-9a95-483e-b0f4-d50fdc39aaaf,Education Resources,GED/High School Equivalency Test Instruction,GOODWILL NORTH CENTRAL TEXAS | CORPORATE OFFICE | E-SQUARED,"817-332-7866 
							Main Phone",e2@goodwillnct.org,4005 Campus Dr,Fort Worth,TX,76119,http://www.goodwillnorthcentraltexas.org/services/e-squared/,"Education Resources, GED/High School Equivalency Test Instruction",Offers high school equivalency preparation courses (GED) and job training to youth and young adults. Participants may receive paid work experience.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasCorporateOfficeESquared_1208_19_0
6f8ea1ed-95e6-4860-89a0-046acbf9372e,Education Resources,GED/High School Equivalency Test Instruction,CITY OF HALTOM CITY | PUBLIC LIBRARY | LIBRARY SERVICES,"817-222-7790 
							Administration Phone",library@haltomcitytx.com,4809 Haltom Road,Haltom City,TX,76117,http://www.haltomcitytx.com/departments/library,"Education Resources, GED/High School Equivalency Test Instruction","GED Classes are not currently being offered. Offers library services, such as books, audio books, large print book, online resources and databases, eBooks, online magazines and more. Other services available: children, teen and adult activities, GED classes, Public-access computers, Wi-Fi hotspot, Fax and photocopiers. Outreach Services include: Homebound service - delivery of books and other items to Haltom City residents confined to their homes in a temporary or permanent capacity.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CityofHaltomCityPublicLibraryLibraryServices_1208_19_0
