ID,Category,Subcategory,Organization Name,Phone,Email,Address,City,State,Zip,Website,Keywords,Description,Source
2a2542ee-2c7d-4edf-addc-1aaa61f39ebf,Social Services,Food Pantries,BREAD BASKET MINISTRIES | MAIN CAMPUS | 2ND & 4TH TUES FOOD PANTRY,"817-307-4092 
							Alternate Phone",mark@breadbasketministries.org,2809 Mansfield Hwy,Fort Worth,TX,76119,http://www.breadbasketministries.org/read-me,"Social Services, Food Pantries",Provides an emergency and supplemental food pantry every two weeks for Older Adults 60+ and/or individuals with disabilities ONLY.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=BreadBasketMinistriesMainCampus2nd4thTuesFoodPantry_1208_19_0
236db118-b57b-45be-bbb8-0eac0eb29e62,Social Services,Food Pantries,MISSION GRANBURY | RESOURCE CENTER | TUES & THURS MORNING FOOD PANTRY,"817-579-6866 
							Main Phone",,,,,,http://www.missiongranbury.org/food-pantry-emergency-assistance,"Social Services, Food Pantries",Provides weekly food distribution to qualifying clients and emergency food distribution to families in crisis situations.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=MissionGranburyResourceCenterTuesThursMorningFoodPantry_1208_19_0
9870aebe-5d83-4144-867d-0dc2a75b74d4,Social Services,Food Pantries,ALVARADO HELPING HANDS FOR JESUS (AHH4J) | ALVARADO HELPING HANDS FOR JESUS | DRIVE THROUGH FOOD ASSISTANCE,"817-783-2701 
							Main Phone",hh4jesus@gmail.com,404 North Parkway Drive,Alvarado,TX,76009,http://www.alvaradohelpinghands.com/,"Social Services, Food Pantries",Provides food to low-income families.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=AlvaradoHelpingHandsforJesusAHH4JAlvaradoHelpingHandsforJesusDriveThroughFoodAssistance_1208_19_0
a4ed3b8f-5cfe-4377-900f-4fbc8200d6bc,Social Services,Food Pantries,COMMUNITY ENRICHMENT CENTER (CEC) | MAIN OFFICE | MON - FRI FOOD SERVICES,"817-281-1164 
							Main Phone",info@cechope.org,6250 NE Loop 820,North Richland Hills,TX,76180,https://cechope.org/food-support/,"Social Services, Food Pantries",Provides direct aid food services and crisis assessment. senior adults 65 and older can receive food two times a month. Program participants can access it up to 4 times a month.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=CommunityEnrichmentCenterCECMainOfficeMonFriFoodServices_1208_19_0
460eef80-b7f7-4a6c-af65-7f2fd725aaca,Social Services,Food Pantries,H.O.P.E. (HELPING OTHER PEOPLE EFFECTIVELY) | MAIN OFFICE | MON - FRI FOOD PANTRY,"254-965-2700 
							Main Phone",hope9652700@gmail.com,1617 East Washington Street,Stephenville,TX,76401,http://www.hopestephenville.com/,"Social Services, Food Pantries","Provides food, clothing and limited financial assistance (depending on availability of funds) for rent and utilities. Sponsors medical and dental clinics for qualified patients.By making this referral, we know you fit the basic eligibility for this service. However, the referral to this agency is not a guarantee of assistance.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=HOPEHelpingOtherPeopleEffectivelyMainOfficeMonFriFoodPantry_1208_19_0
15fe95c9-ddfa-4b86-8090-9a2c5efa3355,Social Services,Food Pantries,NORTH EAST EMERGENCY DISTRIBUTION (NEED) | NEED WEST | FOOD PANTRY,"817-759-1506 
							Main Phone",,5028 Broadway Ave,Haltom City,TX,76117,https://needdfw.org/n-e-e-d-west/,"Social Services, Food Pantries",Provides a food pantry to individuals in need of food.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=NorthEastEmergencyDistributionNEEDNEEDWestFoodPantry_1208_19_0
1c28c534-ea72-4c0c-9561-5005cec2f50e,Social Services,Food Pantries,"PEOPLE HELPING PEOPLE (PHP) | MAIN OFFICE | MON, TUES, THURS BASIC NEEDS","817-573-7801 
							Main Phone",Director@granburyphp.org,306 Kings Plz,Granbury,TX,76049,http://granburyphp.org/,"Social Services, Food Pantries","Provides food, clothing, and toiletries packages that include shampoo, toothbrushes, toothpaste and cosmetic items once a month. Pet supplies provided when available.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=PeopleHelpingPeoplePHPMainOfficeMonTuesThursBasicNeeds_1208_19_0
62c35801-2034-458b-9a22-ac2483d661d0,Social Services,Food Pantries,"SOCIETY OF ST VINCENT DE PAUL (SVDP) - FORT WORTH DISTRICT COUNCIL | ST BARTHOLOMEW CONFERENCE | MON, WED, FRI FOOD PANTRY - ST BARTHOLOMEW CONFERENCE","817-361-8420 
							St Bartholomew Conference",,3565 Altamesa Boulevard,Fort Worth,TX,76133,http://www.svdpfw.org/,"Social Services, Food Pantries",Provides a food pantry for anyone residing in the service area.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=SocietyofStVincentdePaulSVDPFortWorthDistrictCouncilStBartholomewConferenceMonWedFriFoodPantryStBartholomewConference_1208_19_0
d8e5e6ac-3e4b-4abb-aad4-933b6377b88c,Social Services,Food Pantries,"SOCIETY OF ST VINCENT DE PAUL (SVDP) - FORT WORTH DISTRICT COUNCIL | ST JUDE CONFERENCE | WED, SAT FOOD PANTRY MANSFIELD ISD - ST JUDE CONFERENCE","682-518-0366 
							St Jude Conference",,500 East Dallas Street,Mansfield,TX,76063,http://www.svdpfw.org/assistance/,"Social Services, Food Pantries",Provides a food pantry to anyone residing in the service area.,https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=SocietyofStVincentdePaulSVDPFortWorthDistrictCouncilStJudeConferenceWedSatFoodPantryMansfieldISDStJudeConference_1208_19_0
e0b89f80-5203-454b-be2a-ae0846e9faf3,Social Services,Food Pantries,ALEDO UNITED METHODIST CHURCH | MAIN OFFICE | HELPING HANDS MONDAY - THURSDAY FOOD AND FINANCIAL ASSISTANCE,817-441-8329,info@aledoumc.com,100 Pecan Dr,Aledo,TX,76008,http://www.aledoumc.org/,"Social Services, Food Pantries","Provides a food pantry with canned food items and emergency financial assistance with utilities (electric, gas, water) for residents of Parker County.Note: This agency assist with reconnection or late fees, as long as they have the bill.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=AledoUnitedMethodistChurchMainOfficeHelpingHandsMondayThursdayFoodandFinancialAssistance_1208_19_0
