ID,Category,Subcategory,Organization Name,Phone,Email,Address,City,State,Zip,Website,Keywords,Description,Source
6df01a46-9a7d-486a-abb8-4786ecf73e01,Social Services,Thrift Shops,"MINERAL WELLS CENTER OF LIFE | MAIN OFFICE | MWCOL ANTIQUES, VINTAGE & MORE RESALE SHOP","940-327-8700 
							Main Phone",info@mwcol.org,200 SW 5th St,Mineral Wells,TX,76067,http://mwcol.org/services,"Social Services, Thrift Shops","Offers clothing, furniture, household items, antiques, vintage and more.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=MineralWellsCenterofLifeMainOfficeMWCOLAntiquesVintageMoreResaleShop_1208_19_0
79e286fd-a49d-481e-b882-8fea9b8abbbf,Social Services,Thrift Shops,ARLINGTON URBAN MINISTRIES (AUM) | NU2U | NU2U RESALE STORE,"817-795-6379 
							Main Phone",,2220 West Park Row Drive,Pantego,TX,76013,http://arlingtonurbanministries.org/,"Social Services, Thrift Shops","Offers new and gently used clothing, furniture, books and household items.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=ArlingtonUrbanMinistriesAUMNu2UNU2UResaleStore_1208_19_0
98e4982e-15c3-4aca-88f5-36e90b532895,Social Services,Thrift Shops,GOODWILL NORTH CENTRAL TEXAS | ARLINGTON STORE - ARKANSAS | RETAIL STORES,"817-459-2688 
							Arkansas Phone",,1100 W Arkansas Ln,Arlington,TX,76013,https://goodwillnorthcentraltexas.org/find-a-store/,"Social Services, Thrift Shops","Offers low-cost clothing, furniture and household items at retail stores.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasArlingtonStoreArkansasRetailStores_1208_19_0
faf639dd-441f-48a4-9e87-5c1722139c26,Social Services,Thrift Shops,GOODWILL NORTH CENTRAL TEXAS | ARLINGTON STORE - COLLINS | RETAIL STORES,"817-422-5474 
							Collins Phone",,4700 S Collins St,Arlington,TX,76018,https://goodwillnorthcentraltexas.org/find-a-store/,"Social Services, Thrift Shops","Offers low-cost clothing, furniture and household items at retail stores.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasArlingtonStoreCollinsRetailStores_1208_19_0
2bde11f8-3564-4c0b-9c64-5f0786dd3669,Social Services,Thrift Shops,GOODWILL NORTH CENTRAL TEXAS | ARLINGTON STORE - LAMAR | RETAIL STORES,,,901 W Lamar Blvd,Arlington,TX,76012,https://goodwillnorthcentraltexas.org/find-a-store/,"Social Services, Thrift Shops","Offers low-cost clothing, furniture and household items at retail stores.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasArlingtonStoreLamarRetailStores_1208_19_0
15dead47-a2eb-4d8c-b3a3-7e30cf3a7732,Social Services,Thrift Shops,GOODWILL NORTH CENTRAL TEXAS | ARLINGTON STORE - S COOPER | RETAIL STORES,817-465-4500,,7351 S Cooper St,Arlington,TX,76001,https://goodwillnorthcentraltexas.org/find-a-store/,"Social Services, Thrift Shops","Offers low-cost clothing, furniture and household items at retail stores.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasArlingtonStoreSCooperRetailStores_1208_19_0
fa843f0c-a774-4be6-97dd-a23b4b34ffa2,Social Services,Thrift Shops,GOODWILL NORTH CENTRAL TEXAS | FORT WORTH STORE - ALTAMESA | RETAIL STORES- SOUTHWEST,"817-551-1555 
							Main Phone",,2100 Altamesa Blvd,Fort Worth,TX,76134,https://goodwillnorthcentraltexas.org/find-a-store/,"Social Services, Thrift Shops","Offers low-cost clothing, furniture, and household items at retail stores.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasFortWorthStoreAltamesaRetailStoresSouthwest_1208_19_0
9c0f8ceb-bb97-4998-a74d-b9e576672c83,Social Services,Thrift Shops,GOODWILL NORTH CENTRAL TEXAS | FORT WORTH STORE - BERRY ST | RETAIL STORES- SOUTHWEST,"817-566-0489 
							Main Phone",,3124 Townsend Dr,Fort Worth,TX,76110,https://goodwillnorthcentraltexas.org/find-a-store/,"Social Services, Thrift Shops","Offers low-cost clothing, furniture, and household items at retail stores.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasFortWorthStoreBerryStRetailStoresSouthwest_1208_19_0
4fb2f1d3-3ef9-431c-8153-883b639e4c37,Social Services,Thrift Shops,GOODWILL NORTH CENTRAL TEXAS | FORT WORTH STORE - GOLDEN TRIANGLE | RETAIL STORES- NORTHEAST,"817-379-0020 
							Main Phone",,10851 N Beach St,Keller,TX,76244,https://goodwillnorthcentraltexas.org/find-a-store/,"Social Services, Thrift Shops","Offers low-cost clothing, furniture and household items at retail stores.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasFortWorthStoreGoldenTriangleRetailStoresNortheast_1208_19_0
60be9b60-65cb-4bf1-8d85-c086f3e0bbc7,Social Services,Thrift Shops,GOODWILL NORTH CENTRAL TEXAS | FORT WORTH STORE - HULEN | RETAIL STORES- SOUTHWEST,"817-292-0740 
							Main Phone",,6297 Granbury Rd,Fort Worth,TX,76134,https://goodwillnorthcentraltexas.org/find-a-store/,"Social Services, Thrift Shops","Offers low-cost clothing, furniture, and household items at retail stores.",https://tarrant.tx.networkofcare.org/pr/services/agency.aspx?pid=GoodwillNorthCentralTexasFortWorthStoreHulenRetailStoresSouthwest_1208_19_0
